SaleID,price,true
89230,5811,7950
133146,2801,3050
90165,8881,8700
11805,590,600
116990,1200,1800
14264,1501,1500
90592,2407,2389
74063,3285,3850
82824,873,900
105995,1661,1500
119073,6837,5855
65704,418,1000
4982,3878,3999
102161,8167,7500
90869,1227,1290
78886,3949,4990
1978,5844,6200
36936,5852,6800
116335,3781,3700
127594,1630,1500
50257,1877,2299
72491,8614,9700
138932,9213,8700
58093,6955,6950
135432,235,250
79162,4851,4999
51312,700,875
110480,11814,9130
27076,983,1200
141994,18198,17000
95793,4938,3299
104584,22488,15900
124277,1985,1200
51224,2273,2250
3257,15304,12490
32080,649,650
58269,8165,5500
40660,1132,1600
142082,182,180
878,603,600
20645,2958,2500
52686,1304,1500
103130,3503,3400
88984,10723,12500
19138,16188,16999
149304,3101,2990
42896,17594,17500
61049,4457,4249
46262,2210,2299
66983,3349,3290
112691,5679,5450
40023,4317,4500
46582,5706,5900
94563,4060,3999
132346,5599,5300
115636,15972,15200
71454,2809,3000
89861,1851,1799
110839,319,300
57201,4104,3550
21351,54339,45500
29201,3145,3299
83107,3619,3500
130930,989,990
34412,22331,24500
113447,4403,4499
65779,1425,1350
64197,3274,3999
37442,4678,4990
83595,1319,1300
3472,14817,15250
106981,1297,1700
129971,973,950
123699,9978,10500
74374,3305,3200
16951,2468,2500
62873,4968,4700
145290,1061,1850
5156,805,800
27089,201,200
125725,464,450
139102,2723,1000
58181,6575,7200
146132,12579,11999
9053,612,650
20388,1556,950
32368,7763,7950
66240,879,850
134237,4795,5200
39084,2408,2550
21922,8923,9150
28948,1204,500
43413,609,599
131551,6221,6500
103030,2403,2500
77445,1319,1450
20437,2876,2400
105526,1760,1300
122676,3216,2500
109821,910,899
138553,338,350
76442,2559,2600
84058,1886,3000
122215,8825,8999
87761,5989,5800
52599,1800,1699
26786,26311,24000
12488,1911,2100
138090,9099,9990
104593,1976,1949
106035,872,1500
44048,2482,2900
131499,7676,5499
20422,5265,5200
16683,3082,2999
48280,450,450
3190,1577,1600
39374,1599,1650
32369,1679,1499
12608,8598,9490
9835,1504,1499
28939,6303,4550
98347,17188,16990
112790,99,100
110788,4351,4400
105102,13643,14900
138673,1422,1450
22363,7067,8500
5873,2218,2250
149566,1215,1250
80115,219,225
95331,1224,1350
138794,1193,1150
112850,748,1650
44186,3713,3999
145321,2163,2690
18457,21202,20900
104967,23775,18800
6521,6141,6250
45460,642,650
44492,2581,2500
54537,13957,13999
16107,43727,42900
146784,12048,12800
40752,1088,1190
30028,296,300
56935,2553,2550
23995,1392,800
136950,946,1000
126315,18656,20500
35006,1701,1700
132704,16469,14900
4367,5431,5500
134788,3711,3750
119574,10070,11500
73744,2422,2350
144102,4284,3500
53600,9316,8000
92769,45935,49500
43530,4370,4200
92095,2129,2150
27281,1442,1499
135638,6815,6999
138142,861,599
117974,3488,4400
41519,12017,11900
134913,536,600
99533,4734,5000
133416,1967,2000
5196,4508,4350
39695,23180,21800
138570,5554,5499
118628,3267,3300
74842,87,75
24320,4036,6880
61165,4639,4950
146157,1414,1350
112573,5039,5000
92725,2319,2275
78023,5963,5900
51583,2313,1250
34515,10091,10490
11467,16484,16900
27432,3075,2800
98182,1268,2000
70630,4605,4490
123544,1753,1750
119799,4983,4440
11155,8797,8950
103953,1559,1950
62589,1973,2850
32463,938,1000
61563,2447,2350
10226,3895,3680
56907,13200,15000
30398,20503,19990
69922,7804,7900
111779,1345,1400
10162,738,750
100120,1500,1450
121999,1877,2200
57218,24491,34999
51691,8625,7680
122400,2847,2600
8129,687,690
111,2345,2900
68626,1271,1290
138293,1232,1200
53805,11720,11500
139973,7116,6500
56750,4220,4399
124148,2166,2100
83607,404,400
117099,4912,4900
142680,7041,5000
7087,4004,3999
34215,961,950
77788,3152,3000
76554,5546,5800
111955,7430,7800
50423,5056,5000
98282,4735,4699
116810,6744,6750
48286,173,150
82270,1013,1200
126381,457,800
96478,2486,2500
58802,48298,53900
134068,1021,1000
32364,9681,9500
56053,9951,12900
119556,19940,19950
61290,1064,1111
113402,10854,10750
25910,11019,12490
21777,353,750
80382,2137,2000
55927,8526,5600
39451,4800,4600
138550,1532,1550
115930,4502,4290
28035,1693,1400
66814,14018,14700
76696,9950,10000
59764,21396,18500
62175,6096,5900
130344,10531,10500
133666,14850,14490
128923,1599,3350
51515,1163,1200
40137,1606,1600
73951,945,950
41175,3214,3199
134747,1394,1400
35680,9745,8999
60072,1253,1190
139405,10235,10450
104876,1796,1650
10353,734,555
27822,44097,45500
7295,1514,1200
143556,1087,1700
80991,590,600
121061,1493,1550
148940,1266,1200
15979,1797,1800
60672,11207,10999
80309,6652,6250
102942,4318,4800
61009,8307,7900
102748,5332,5000
120243,869,850
107607,1834,1800
20250,1442,1499
140508,1384,1400
84982,4562,3200
25377,892,900
114827,778,500
67612,1485,1500
138992,9535,11900
17126,4171,4000
35095,10685,9990
18282,668,699
15920,1485,1499
36447,6158,6500
71019,7498,6900
44196,14871,14990
36222,3513,3600
117850,16338,16000
120694,3910,2955
143006,11724,11990
125265,623,650
25656,6889,7000
124608,1357,1300
34260,1288,1300
51374,938,899
15190,3799,3600
10691,16425,15900
99071,720,750
136517,3969,4250
93847,6826,7000
100847,375,400
2017,22499,22200
13390,5503,5500
69686,1758,1750
63384,5799,4100
111474,3950,4200
75106,14029,15999
58848,2924,2900
29804,8708,8499
102602,14292,14900
132426,1728,1490
24968,2935,2950
30674,10458,10500
115531,10094,10500
46233,901,950
26020,12206,11750
125793,3761,3000
73925,2079,2150
25863,382,390
147721,1012,999
144042,1400,1550
104638,1222,1200
129321,5569,5500
40441,1241,1250
26551,9234,9100
109376,22509,28900
120770,8414,7500
93399,4254,4250
12899,3802,3999
27305,615,699
137152,1615,1560
83584,1422,1999
13627,560,550
65497,923,890
25714,4741,3750
57219,5964,6300
111736,11932,13498
14037,163,160
5346,4519,3900
41517,522,500
85130,1772,1050
148190,10512,10499
141607,2822,2990
8827,5991,6000
116355,4769,8200
82235,3258,3200
121943,24313,25000
23919,3104,3190
126070,1855,1800
28508,1766,1800
8392,5426,5500
88961,4832,3300
32796,756,800
101238,2866,3500
20690,4058,3990
18782,2440,2550
29270,21645,19990
38719,618,599
126276,875,890
76368,8982,8900
125730,1945,2500
41726,1822,1800
58490,3742,4700
86929,2447,2350
57706,3605,3700
101310,7177,7950
113411,3234,3300
15362,7598,6000
147099,3561,3500
33573,4118,3990
106329,7443,7800
113088,15398,14999
38777,2668,2500
114179,1543,1500
29936,3631,5300
111440,14672,14300
143736,688,750
9740,795,750
53206,1841,1850
16880,11959,12500
135767,806,1400
13461,13549,13900
94644,6840,6990
54856,5128,5999
20132,11517,11900
118369,1403,1400
57991,3878,2930
133719,17322,17490
74792,4304,3650
103384,29570,28900
71434,878,980
84571,1240,1300
3964,15268,15200
88621,8539,8900
104673,2018,1999
139788,7537,7699
143486,2190,3000
111934,5050,5001
137711,1222,1200
118899,1922,1650
63662,8341,5400
81467,584,580
47899,4657,5600
93171,22119,23200
46400,1096,1300
25397,1312,1250
45505,1061,1400
54312,4321,5350
39603,18159,18900
106404,3281,5500
35115,12911,12999
15465,3989,3900
84669,5117,5500
147029,1263,1999
14925,4713,4700
82544,8535,7999
76675,3845,3850
115568,3260,2499
22817,4779,5290
148798,727,800
75418,7971,6950
22263,768,500
66048,2064,3400
44128,1036,990
126233,1396,1400
11724,9723,8800
52825,7811,7900
42394,5873,5500
76329,1781,1900
41636,660,1200
55599,805,1250
102875,3498,3455
62664,16545,16900
134824,2080,1999
129160,2455,2500
132866,1734,1750
7887,11466,12000
109047,8730,9990
28441,12649,12499
35623,1928,3150
102711,11621,11500
48930,1437,1400
39239,99,100
123221,4092,6000
73858,1202,1300
72753,4800,4750
102172,6732,6700
125723,13504,14000
103230,1792,1699
124392,3857,3690
148428,15453,15900
122095,4687,5160
45021,662,650
59176,2924,2650
13486,29788,30000
5917,18521,18900
148844,1087,1150
103027,2842,2899
18223,7334,6890
135577,6310,7777
7041,2911,3300
26460,5961,5950
113980,12959,13900
75995,38303,31500
138324,35483,33800
61976,1999,2999
20739,6206,6490
111998,1535,3200
133696,1838,1500
142753,2000,2000
17719,1590,1650
27300,671,650
53768,4995,5000
133772,410,399
131951,1559,1500
67531,5330,5250
83576,1313,500
4733,947,950
27312,2498,2490
24850,3520,4980
76053,3977,5250
119389,1964,2599
101850,1190,1250
63593,665,500
78135,10194,10900
100072,1063,1300
25886,4778,4990
74007,7759,6900
149456,13133,14490
24964,14454,14999
112909,20540,21500
87056,5636,5300
107697,15117,17990
93924,2255,2100
132894,1398,1400
82860,27081,29750
65077,1838,1999
15554,11347,11800
139373,14826,12500
144033,13377,14500
54469,1500,1500
119458,1190,1250
135595,7221,7499
84196,7216,7200
101482,26283,25500
69176,271,300
9213,8096,8900
139650,8401,8800
89079,3750,3650
140619,6179,6700
412,870,900
17375,769,900
120785,1668,1590
60256,4727,4350
26166,500,499
15319,1021,1000
29285,1250,1299
110989,13744,14500
32208,4931,4900
142722,22449,21999
7679,1025,999
56934,9076,8850
143622,4621,4790
35803,2619,1650
75034,8348,9450
29499,1416,1400
38726,2923,2900
124343,13946,13000
142077,18200,18000
140991,923,900
56484,3104,3000
1104,2917,2999
44783,3693,3900
81324,492,600
19916,19552,20000
47540,11824,12300
136266,377,400
98804,6445,6800
24684,11214,11000
35263,2646,2300
13248,1913,2000
149850,4106,4444
44091,5040,5999
91295,2759,2800
40710,2115,1950
134581,651,700
11837,1616,1649
36272,7470,7650
12182,2829,2999
53013,5637,5250
2204,485,499
43349,868,890
40199,2382,2399
60132,4338,4490
101227,718,750
138526,10281,11500
137679,9017,9200
106807,1307,1250
44551,3490,3500
31979,3307,3200
149496,3013,1900
100587,6415,6200
94778,5186,4700
70497,17473,18000
19496,3168,3850
16452,1799,1899
129666,753,750
6623,1131,1149
65630,2120,2999
6444,4439,4490
142038,14129,14400
75130,4468,4500
144925,3903,4550
128180,2364,2499
116208,21090,22222
7461,1554,1600
48437,7462,7800
136197,4791,4500
147598,880,580
133817,4906,4800
6573,1028,650
22034,5824,6250
96756,5637,4050
41182,6002,6299
127353,408,400
127970,2289,2300
42050,2382,2300
8435,428,600
72432,3586,3200
58020,3006,2699
29432,771,600
19678,1216,600
63782,20191,18999
41639,2053,1700
74074,35181,37999
117382,3032,2999
123931,4747,13900
37868,218,190
144336,379,400
311,2822,2799
65583,264,250
55379,3806,2800
107706,751,850
6292,144,150
13754,30563,30900
4742,3391,3500
90795,28113,24900
52940,2738,2790
86710,13253,13990
86504,899,800
144081,1036,1200
24568,215,200
114349,1485,799
77843,6684,9499
68071,1813,1799
130734,5537,6000
106975,2273,2000
5677,3619,4444
62901,64455,66000
28271,4430,3950
82817,5667,6700
40621,1140,1100
136559,8308,7950
29579,18701,18800
127621,613,600
114116,895,850
74141,3859,3999
6839,8278,9000
138406,9537,9699
125807,1929,1900
38528,21727,17400
10270,19094,18200
18927,8004,9000
22188,3028,2999
135215,105,100
67465,10638,10599
88585,5084,5390
128926,11085,11888
77743,1277,2500
122655,1703,1999
121833,3357,2100
82138,175,175
101928,1885,1900
37693,2396,2499
120407,4791,4800
8554,2459,2350
59155,7562,7499
16705,2497,2500
45387,2326,2400
58747,353,100
24781,820,800
112753,2784,2999
145869,26419,35000
90516,8239,8250
40109,377,350
139206,1100,1150
48773,11942,11800
30300,5075,5850
100867,3219,3299
121710,8300,8700
77365,2737,2750
88608,3715,3600
62683,5653,4900
118855,4875,4899
135825,4904,3750
132161,13439,13800
83603,1734,1790
2326,605,600
34753,10943,10900
11146,3932,5000
141365,13763,13999
138423,2694,2800
75348,3070,2999
1487,2094,2200
111901,649,650
96801,5956,5590
28019,3069,1600
109129,2413,2300
36773,20264,20999
39816,378,390
58208,1359,1300
44250,759,2500
29425,17884,17299
1904,5813,5800
36738,494,500
3153,12233,12499
67008,1460,1500
28109,713,640
142530,24605,24650
79229,1915,1830
29137,232,150
51698,7929,9500
25553,1552,1100
46098,16470,15700
95370,1358,1200
137845,882,950
143479,7980,8800
7274,858,799
48497,404,600
35550,2700,3500
62363,20641,21000
62146,1819,1850
78690,231,300
29508,1542,1500
101174,408,599
128198,6423,5200
18049,6742,6800
100650,960,999
111392,7368,9000
11007,2505,2500
23478,2614,3150
95394,300,300
144238,1442,1200
91651,4965,4990
130048,46595,49900
89767,961,998
41429,1365,1500
67118,1245,1250
2484,2598,2900
130469,4301,4350
38070,967,550
118845,1580,1550
49585,780,1000
132969,2398,2400
125396,684,300
119742,7023,6999
105462,13402,13750
32020,419,450
100458,12958,13500
13238,1635,1000
98224,8334,8900
88868,14851,14290
130129,701,700
123381,2855,2790
1268,2011,2500
18139,2842,2777
42530,9044,7900
101153,6269,7500
43169,3014,3700
17611,3323,3200
57796,1404,1400
121360,4933,5250
8377,19031,20989
92309,1028,1800
21433,4582,4499
64918,948,999
99614,784,750
5805,5714,5900
75519,16941,16499
99346,3364,3488
90687,1441,1790
13564,1435,1650
17327,1335,1250
71796,1142,1100
38181,21894,20900
133077,3379,3290
97601,459,550
28675,6627,6500
114146,3514,6000
58330,439,620
29554,746,100
90454,901,600
54044,2330,2200
17364,7875,7777
56581,33363,34400
29332,1289,1299
76119,658,700
6374,16758,17250
3681,18729,17999
93042,9479,9490
50215,2808,2950
121417,517,500
28051,9037,8300
13599,5220,5100
96476,1240,1300
84292,2956,3420
137352,971,750
113612,11532,6600
145193,12798,12900
23859,12040,11800
74531,9798,9999
92878,2347,2299
101846,3706,3600
98064,1150,720
64985,2570,2550
1802,1229,1599
50997,4700,4700
93419,932,950
120130,7851,7490
140936,5561,5850
140108,1559,1499
145232,765,750
133408,20151,21000
18497,869,600
121447,1473,1300
68760,13389,11890
72688,6869,7200
26514,2408,2500
108435,2048,1999
75957,5919,6350
106878,2407,2500
132463,338,500
77450,7839,7999
104381,2724,1899
147912,1748,1800
17700,19453,19945
74005,2019,800
126816,6168,5900
27426,6209,4300
40402,1772,1400
115162,4180,6500
100498,911,1200
55436,3609,3990
108724,876,550
113616,12542,12560
143277,8236,7999
64487,34407,35000
147466,14672,13700
129543,3335,3000
77444,865,600
90410,15740,15699
18075,5042,4999
68119,939,799
8425,13330,14399
18873,8347,8500
44669,10037,9700
44379,541,550
21076,4248,4300
85769,2961,3000
64569,441,450
110976,4406,4250
89837,1334,1300
128775,196,200
91524,995,1000
117461,2005,1800
42358,11230,13500
20600,432,399
63904,3207,3490
107003,31524,28856
110678,6559,6000
13961,6661,6700
125966,735,400
96704,3526,3700
80724,2946,2990
64245,18657,22300
138332,8808,9200
13848,507,700
65015,7650,7800
67952,9285,7950
31409,4095,3990
45468,3425,3250
98764,6874,6850
75370,1885,1799
99502,5039,4500
57094,2466,2700
138141,2806,2699
31145,449,450
57974,5524,5500
100693,29941,32700
81930,6390,6500
50693,595,599
40111,8988,10000
41720,7370,7250
120026,3114,2799
130647,1842,1900
61553,878,890
131131,10229,11800
131741,674,650
20589,11024,10890
79163,6950,6599
76165,14397,13990
108372,1140,1200
40523,36286,38500
76224,190,200
41984,783,750
87249,439,500
119337,16029,9350
99304,1059,1350
85305,2033,1990
4563,11396,13999
121414,4379,5000
157,3522,3500
94329,16917,15900
118187,1954,1999
133227,14561,14900
44029,4243,4800
122783,1380,899
102622,13919,13999
88877,1491,1600
1826,13958,14999
142542,1858,1500
50748,2126,2250
30178,17529,17200
116684,16966,16400
88591,1609,3500
93460,14391,14600
79117,32099,28490
98909,1179,1200
33649,9747,9500
110910,9337,9350
28532,8595,8890
113251,7059,6550
101786,5591,5599
53978,4513,5500
75746,11433,10850
141211,2501,2990
85591,1931,2000
122482,19646,23990
114829,4772,4699
11634,9227,9990
42638,14381,14250
34919,5542,5000
63371,2302,1799
127563,3707,3700
94992,5176,5299
60460,9958,9500
42512,4940,5000
14449,7410,8800
135418,9612,9999
63630,3410,4300
78770,11079,12000
132580,1425,1500
134835,6059,6000
27354,9445,9200
15008,2986,1999
8051,8896,9900
77856,11288,14500
73081,8570,8900
126461,5128,4900
138840,1098,1150
45621,4407,3800
49707,2827,2790
121955,23248,21900
6536,1460,2500
30501,2123,2100
136222,1192,999
15714,2333,2000
127453,1478,1500
87600,20382,21500
68772,2083,2200
108938,2118,1590
78998,2949,3300
37804,2241,2999
72751,2467,2450
143456,8207,8499
141345,1625,1450
7040,2656,2700
52777,1193,1200
58792,3337,3400
98564,7597,8900
116733,3652,5900
114085,6044,5700
110919,6928,7200
71140,37848,39999
111989,862,850
77583,2537,4500
63866,1853,1900
18835,12618,12800
73672,3762,3350
67477,1331,1399
93417,6370,6199
7221,1351,1100
119682,395,400
76615,2688,2600
125346,3468,2900
42621,758,750
18414,2118,2000
45566,3286,3850
120004,533,555
37848,2931,2899
25268,1202,1200
26311,2604,2200
18400,1495,1500
94931,1157,1199
94708,5417,6790
123027,5212,4499
66244,840,1100
36212,3452,3450
144559,4585,4400
76331,3894,4200
135063,15266,14999
138012,44,40
147271,630,600
111927,361,375
111751,1976,1999
4322,12447,13600
119219,965,1390
101548,21894,22990
131064,6915,5490
51380,1901,1900
139363,8771,8600
122249,806,1100
147389,11364,11000
16206,1234,1000
85149,1126,1190
93663,705,700
78211,17754,18000
13484,5710,5800
137166,26557,28300
101178,17012,17250
90564,3561,3400
108457,828,750
128214,301,550
3910,8234,8500
110124,1637,2500
135659,33739,32498
47796,616,650
7865,3231,3250
108641,1405,1300
11206,14721,13978
146244,5113,4300
40499,1258,1444
9273,954,900
4305,1550,1600
148027,413,400
39459,20079,19900
33050,3231,2999
9332,15947,10900
119287,2462,2499
98999,1177,1200
135641,731,500
11510,1749,1800
53292,75776,72500
64529,10397,9490
59496,7217,7000
33966,364,150
102033,7156,6900
37103,15485,15900
108495,7943,7500
92180,2666,2750
21501,1336,1350
127007,2895,2799
21385,7496,7200
33925,1087,1080
38355,4286,4200
92487,1063,1049
61464,2692,1999
65647,1010,1150
128170,2244,2666
51199,605,600
63872,6684,6900
13136,739,750
85333,11122,10900
139171,4259,3950
115542,3911,3900
141024,14937,14900
126442,2958,2950
82790,1296,1200
90333,591,500
137280,2265,1999
143570,20669,20000
42727,3412,2500
72344,624,750
46294,539,550
105557,616,650
48653,875,900
32413,5404,6200
72582,6500,6999
112545,1095,825
140588,6078,5900
10941,896,1000
127355,9456,8750
112795,17220,17500
57628,401,400
122463,5616,5999
136030,32382,33500
24556,776,500
102533,3356,2200
132663,409,400
66898,9689,9500
123649,3843,6453
38299,5315,5500
88542,10451,12500
61457,489,500
22432,516,500
130326,2356,2300
116593,6407,8499
2757,23526,22500
22272,980,1000
91736,10790,11900
138959,11390,10990
38162,663,650
85657,1047,1500
104221,5819,6300
115019,581,599
9127,3145,2900
6913,2481,3000
67077,350,200
25810,8681,8990
131355,2759,2700
130871,20730,20900
77479,1901,1800
1061,1404,1350
81483,12056,12900
11663,8659,6990
144083,2039,2800
18276,1291,1250
114442,17957,17200
148565,200,200
137214,4436,5200
144274,6296,6490
76410,1608,1600
51562,7084,7200
133869,4173,3990
123807,20448,20990
121945,251,250
81298,10137,9800
38467,491,499
115276,6001,5900
133686,4187,4399
30662,1468,1500
112970,1378,650
70185,799,850
71343,6018,6600
68667,2465,2500
99584,2988,3450
13381,2498,2500
125896,5243,5200
46286,753,800
141772,3877,3700
58079,3571,3690
44355,2416,2400
104809,4389,4500
56663,1662,1500
56647,707,699
123679,570,950
76006,3861,3990
20226,8357,8200
74031,52,50
36833,1433,1400
117129,3871,4000
51758,3333,3000
21896,6544,9900
118135,1015,999
73388,8421,8999
9055,1095,1100
43920,3869,5000
106711,3675,4200
5497,4976,3650
20636,2594,2600
20091,5786,5950
96541,17229,18999
148686,9790,10499
2259,904,850
110125,10166,10799
31791,829,799
68008,656,699
91510,5859,5800
55121,19320,18990
112464,248,150
125877,13975,14499
140030,1530,1150
34677,13357,13500
126513,2595,2250
92511,8117,7990
129261,1350,1350
55623,4077,3700
84880,3097,3000
125673,616,599
16864,8969,8750
121339,11251,9800
82079,7944,8888
130964,6465,5850
132408,805,800
90625,145,150
139288,31039,28900
69007,388,400
56535,11839,11999
33384,11385,11990
20150,2926,2995
67139,3913,3800
58321,57512,63500
21556,31514,32500
149835,585,600
131411,1012,1250
135864,10143,10500
63222,6580,8450
138469,11267,11000
132063,3108,3500
58941,5330,7500
80420,1239,1200
57021,10095,9395
149967,10119,11000
108647,195,200
91924,2992,2990
16448,3063,2500
117422,9695,9380
12171,1334,1250
47228,723,999
78002,1010,1200
4393,4820,4800
46500,765,500
48811,1380,2500
145213,2526,2550
45712,4566,4900
131604,1814,1850
122150,639,650
38862,3754,5600
1969,566,600
94172,1029,1300
24565,11431,11800
14043,492,499
121886,7600,7499
13408,3149,3500
148734,817,800
17106,2469,2499
105057,5111,4990
72195,15079,14300
144278,754,650
9190,2803,2800
106819,4202,3800
86557,10458,11900
74499,7879,8450
106636,1843,2000
136760,7442,8800
87541,2801,2750
112810,4823,4750
79674,1448,1499
27719,4942,7300
56559,189,200
39318,2869,3200
20303,206,200
63655,2327,2200
18649,5287,4600
794,429,400
47907,4074,3900
34947,5722,5400
15237,4745,7500
80654,10068,10900
90504,10572,10800
69551,2517,2490
31935,19088,21900
37397,20822,21500
55564,1977,1950
50401,1471,1499
129401,17098,16799
108790,11264,11900
112535,1654,1499
67224,12316,12500
74543,6290,6850
95891,2267,2250
1981,2366,2500
82277,1601,550
84958,16455,16900
63001,26562,26500
49199,6335,3900
27556,5601,5700
34144,3169,3550
78987,32651,31500
105581,8068,6500
48094,699,699
7834,3728,3700
10921,6049,5600
119693,503,490
120827,8081,7900
147506,1028,600
4679,2277,3790
118030,2059,1000
7066,2789,2200
133280,5839,6200
98538,5372,4200
89806,4356,5800
145688,3602,3700
123325,798,800
72072,8873,8500
49113,15306,15190
37004,504,70
76228,956,990
100046,603,500
96843,6415,5990
41679,1221,1990
132225,4636,4800
55087,1258,800
137840,1577,1550
107197,1067,1550
66257,2534,2300
66044,1404,1450
100434,2693,2850
87858,154,150
124841,12996,12900
51651,7058,7750
83146,1508,1450
66823,4096,4000
22725,6851,6850
2925,7699,7999
43964,5306,5800
66426,3813,3900
22273,2780,3000
132536,1266,1250
63712,948,980
33733,1768,1850
23062,6933,6999
72245,914,1099
118007,31234,33400
19813,880,450
145946,1562,1550
70666,2025,2150
42140,10078,9999
85469,828,990
44136,388,400
16677,21669,21990
77428,3209,3600
62943,18501,18500
95145,2404,2500
124349,3668,3970
42992,3009,2999
82352,2276,1450
134876,13157,14600
28956,9802,12599
139951,5441,5700
127966,7231,6900
17165,9029,8900
21794,4969,4500
78025,4870,3600
762,10290,14900
17990,468,1000
149025,22829,23500
123706,19461,15500
73136,6250,7980
124067,6419,9900
68111,758,1500
27016,3562,3333
27462,5315,5333
32445,1163,1250
146111,1509,1500
7787,3330,3700
113577,540,550
44424,2253,3500
43690,2180,2250
115726,9632,12800
92669,1712,1650
40428,1551,1600
5305,2811,2900
142302,3563,3450
96092,1563,1590
98107,1937,1850
55216,11420,8500
110098,15716,16190
75828,1337,1200
29616,2785,3950
81904,10144,10100
46978,3645,5900
17782,548,500
117466,2179,2200
63767,8780,9990
101414,1648,1750
83748,1545,1500
128871,4223,4750
79753,18847,16900
87755,672,1350
15104,336,350
42632,18195,20000
3776,4419,4199
63009,1259,1299
67573,2860,2900
42687,1836,1800
59179,2788,2800
122169,601,555
100442,13032,13300
116895,1716,1500
52020,4600,2999
21037,425,450
80128,7476,9400
103134,990,899
122360,32286,28900
17709,22833,24800
67662,1336,1400
61073,5538,5699
2571,515,500
26680,17279,17000
51527,2354,2350
90574,8652,8500
52435,1731,1499
38833,226,400
45025,1963,1999
131544,6898,6890
106853,14319,19999
22322,6710,6290
19306,477,500
16722,7328,6000
36098,5671,7550
123861,3843,3600
86141,3660,3500
69231,9451,10000
39107,4861,5400
15023,4992,5700
20055,18822,20880
18694,886,900
48898,2493,2399
31730,6643,8499
41587,24939,25490
60903,3220,2800
53612,34067,32500
139099,417,400
134587,1872,1970
90532,1631,1693
24211,5889,4499
46238,403,450
59043,770,790
33444,6406,6650
1637,509,500
21286,4822,5250
110747,11019,14000
131666,2447,2500
37674,15869,16500
7578,576,500
60347,7932,8000
26838,604,599
21086,9142,10800
15204,52,50
37502,2985,3100
140869,9148,10500
12705,4128,4500
76314,12889,12990
124105,7274,8500
7035,12015,14500
142645,6715,7500
116664,12668,13200
46636,4493,4500
23659,716,650
55816,1474,1550
893,1039,1090
128605,504,500
119002,1296,1799
58754,1806,1700
142042,6168,10500
30232,999,990
120057,5722,5200
51038,1435,1400
75537,3068,3000
27585,6601,9500
136573,2713,3000
119873,8667,9399
51162,11279,11500
29572,4577,4900
49484,1384,1350
41339,2799,3500
147043,3576,3800
146455,4326,4390
56623,13422,13800
47905,2491,2400
40237,21458,17900
129620,10449,10999
39293,872,850
149718,2497,2650
52911,11349,11900
93128,7051,7000
55248,8748,8900
95224,11456,11500
51262,351,350
46799,18720,19000
135795,2688,2500
16389,799,500
47292,3020,3200
82744,1224,1200
34109,2907,2999
121855,2063,2000
55974,6870,6589
69854,1319,1300
85423,9606,8000
2197,1002,650
68799,8115,8800
3778,9133,8900
148535,1834,1800
11311,17673,17450
103735,1649,1800
72821,26898,26900
118821,5439,5600
31996,3586,3600
