SaleID,price,true
325,401,11975
326,167,2750
327,196,1800
328,278,6150
329,117,1400
330,278,5899
331,41,300
332,833,29799
333,274,9500
334,98,1149
335,775,29900
336,113,1350
337,97,900
338,206,2500
339,166,3000
340,533,14999
341,63,599
342,354,7980
343,149,1650
344,302,4900
345,53,450
346,91,999
347,278,7600
348,123,500
349,697,24700
350,81,800
351,137,1700
352,443,10500
353,114,1199
354,147,1800
355,106,1300
356,79,850
357,141,1649
358,182,2200
359,137,1900
360,157,2500
361,224,4850
362,285,6000
363,253,4950
364,417,10000
365,109,1200
366,69,650
367,556,19900
368,577,15750
369,504,16600
370,299,8499
371,299,5499
372,183,4350
373,984,40999
374,365,7000
375,41,200
376,99,1000
377,1157,88500
378,127,1000
379,549,23500
380,73,599
381,689,30900
382,190,2990
383,358,7500
384,891,44900
385,153,2580
386,260,3500
387,454,10000
388,130,1200
389,230,2499
390,361,7700
391,322,6590
392,232,3800
393,277,5400
394,110,1299
395,259,4600
396,92,900
397,183,2990
398,403,13400
399,346,6550
400,283,4500
401,271,4299
402,526,14500
403,581,16800
404,344,7499
405,115,1299
406,528,13300
407,64,1100
408,392,9900
409,119,1750
410,129,2750
411,621,19300
412,81,900
413,365,11111
414,163,2100
415,308,4150
416,499,14600
417,182,2200
418,657,21999
419,122,1700
420,69,650
421,192,5300
422,124,1600
423,106,1100
424,110,1200
425,170,2700
426,180,5900
427,254,4300
428,176,2500
429,81,799
430,72,1090
431,341,6500
432,396,10000
433,355,6966
434,126,2150
435,1157,73950
436,424,8650
437,81,850
438,428,7999
439,575,19800
440,722,19700
441,389,10200
442,361,5850
443,97,950
444,134,1200
445,227,8300
446,264,6500
447,92,799
448,454,10000
449,74,500
450,181,2800
451,185,2490
452,145,2200
453,573,18999
454,259,4850
455,139,2000
456,274,5950
457,214,4499
458,85,1890
459,318,6450
460,515,10900
461,119,1800
462,47,350
463,522,12950
464,179,2200
465,315,5700
466,482,14500
467,130,1750
468,51,400
469,105,2500
470,167,3500
471,48,250
472,166,1950
473,178,2490
474,301,5375
475,88,800
476,448,9500
477,440,11000
478,153,2500
479,771,25500
480,43,300
481,451,14999
482,226,4000
483,191,1990
484,480,7900
485,129,850
486,139,1950
487,11,45
488,155,2350
489,468,22500
490,242,3950
491,124,1190
492,278,4200
493,165,1800
494,96,1000
495,36,250
496,190,2950
497,344,9999
498,350,6999
499,93,900
500,599,19999
501,175,2200
502,80,550
503,55,350
504,322,5500
505,247,5000
506,43,300
507,45,350
508,268,6400
509,532,15999
510,551,14300
511,283,5490
512,612,23500
513,600,12990
514,159,2200
515,125,1800
516,297,5200
517,289,5555
518,474,11900
519,226,5000
520,79,790
521,816,30500
522,62,400
523,87,1000
524,152,2250
525,80,700
526,121,1400
527,258,5300
528,169,1850
529,121,1375
530,254,4800
531,551,17444
532,227,3799
533,145,1450
534,110,1499
535,162,1799
536,393,9800
537,403,8300
538,248,5600
539,328,6999
540,147,2000
541,193,3650
542,388,8100
543,284,5000
544,166,1850
545,527,15650
546,473,14000
547,350,6999
548,455,10900
549,148,1950
550,112,3799
551,204,3600
552,496,14000
553,165,2500
554,624,22000
555,71,650
556,479,12999
557,284,5099
558,145,1800
559,283,6400
560,53,399
561,90,899
562,175,2700
563,79,800
564,310,8500
565,538,12800
566,364,7450
567,72,750
568,308,6499
569,166,2500
570,57,450
571,271,10500
572,173,2700
573,242,2000
574,70,699
575,118,1750
576,450,12490
577,292,7299
578,97,999
579,88,1600
580,166,2350
581,378,9350
582,100,1000
583,275,4600
584,127,1800
585,406,10500
586,131,1700
587,749,21999
588,89,2000
589,132,1800
590,30,200
591,88,1000
592,154,2999
593,128,2250
594,240,4500
595,426,10900
596,425,16000
597,218,3800
598,315,6900
599,159,2150
600,114,1300
601,632,19995
602,360,8500
603,501,17250
604,140,1900
605,123,1299
606,434,11111
607,93,850
608,74,980
609,98,1199
610,260,5200
611,527,12000
612,153,2300
613,875,41400
614,236,3800
615,149,2450
616,154,1899
617,250,5199
618,96,999
619,94,1999
620,455,15000
621,352,6500
622,107,700
623,209,2950
624,131,1050
625,25,119
626,327,6990
627,288,6999
628,432,14790
629,549,16200
630,377,11750
631,236,4100
632,575,39000
633,321,5900
634,101,1500
635,235,4600
636,103,1590
637,470,14500
638,371,8950
639,335,6500
640,83,799
641,132,2999
642,93,990
643,532,12900
644,68,600
645,505,14500
646,174,3200
647,280,6330
648,709,23500
649,760,26000
650,323,6200
651,692,18000
652,84,1100
653,169,1500
654,420,10700
655,281,5700
656,505,12500
657,356,8350
658,110,1000
659,91,750
660,117,1300
661,669,24000
662,187,2200
663,480,13499
664,30,180
665,180,3150
666,95,999
667,127,1550
668,133,1750
669,160,5350
670,814,29000
671,88,500
672,192,4200
673,263,5620
674,57,350
675,142,1600
676,18,80
677,150,1750
678,193,3500
679,270,3750
680,103,800
681,147,1700
682,39,250
683,123,799
684,202,2950
685,102,1198
686,269,4000
687,758,23900
688,58,500
689,429,10990
690,365,6800
691,300,6000
692,293,6999
693,303,7399
694,451,11900
695,130,1400
696,542,13999
697,390,8950
698,396,8450
699,364,8000
700,500,15500
701,71,600
702,92,780
703,257,5500
704,221,4600
705,327,6500
706,85,897
707,91,1000
708,266,4830
709,271,6950
710,763,29750
711,390,8500
712,488,13500
713,340,11000
714,252,3999
715,261,4950
716,39,250
717,226,4500
718,346,7800
719,102,800
720,263,4600
721,440,8500
722,101,950
723,95,999
724,167,1850
725,173,2350
726,213,3800
727,114,900
728,331,6500
729,348,8500
730,494,12490
731,174,2200
732,358,8900
733,327,6599
734,122,1200
735,181,3000
736,359,7990
737,89,799
738,98,1000
739,392,8000
740,50,400
741,79,800
742,429,11999
743,86,500
744,216,4300
745,347,11000
746,133,2650
747,321,5500
748,182,1850
749,380,11900
750,42,300
751,543,17500
752,639,25500
753,52,399
754,315,8400
755,96,899
756,64,350
757,239,3500
758,229,1250
759,353,5999
760,180,2599
761,121,1455
762,422,14900
763,199,3650
764,128,1299
765,65,750
766,71,700
767,562,17999
768,98,600
769,115,1250
770,213,3599
771,38,230
772,287,4000
773,547,12490
774,349,8200
775,273,5400
776,133,1500
777,334,8000
778,347,9500
779,205,4249
780,511,15500
781,108,999
782,204,3200
783,83,790
784,33,200
785,139,1950
786,380,9000
787,157,2150
788,488,14200
789,175,2000
790,244,2999
791,83,850
792,191,2250
793,191,2600
794,56,400
795,274,4450
796,69,600
797,531,15800
798,104,1290
799,76,550
800,453,11000
801,247,4495
802,787,28500
803,56,440
804,362,4300
805,578,17450
806,107,1750
807,129,1600
808,221,4600
809,241,3999
810,151,2690
811,170,2900
812,624,15000
813,103,950
814,167,1900
815,262,4000
816,335,8500
817,197,2300
818,42,300
819,257,5950
820,81,750
821,80,500
822,188,1950
823,645,23450
824,569,16500
825,138,1699
826,414,9390
827,379,9500
828,401,17500
829,317,6400
830,158,2000
831,146,1800
832,397,8900
833,162,1950
834,210,2500
835,146,2499
836,492,12400
837,214,3600
838,245,4440
839,371,9500
840,402,5300
841,59,450
842,562,14300
843,107,4200
844,219,4300
845,472,14500
846,133,1750
847,115,1200
848,97,870
849,215,3990
850,418,12950
851,216,3500
852,274,5950
853,373,8500
854,101,900
855,428,12900
856,328,5999
857,114,1990
858,177,3000
859,161,1999
860,126,2699
861,96,1190
862,280,6000
863,189,1650
864,234,4250
865,191,2899
866,583,19000
867,59,150
868,172,2250
869,137,300
870,497,11200
871,840,24149
872,111,1350
873,64,580
874,672,21800
875,145,2299
876,179,1590
877,256,5200
878,72,600
879,120,1780
880,87,3500
881,385,9599
882,887,33500
883,203,7100
884,293,3900
885,331,5500
886,523,14490
887,121,1500
888,149,1990
889,332,7450
890,353,6900
891,337,8999
892,352,8200
893,88,1090
894,336,8450
895,366,7300
896,140,1200
897,89,1000
898,213,3100
899,233,4200
900,93,1199
901,193,3200
902,1040,41500
903,272,4690
904,252,4200
905,292,6500
906,921,39999
907,113,1000
908,147,1850
909,153,2200
910,684,21700
911,576,15800
912,225,4495
913,270,6400
914,57,350
915,185,2900
916,475,19500
917,235,3500
918,211,2800
919,209,3200
920,223,3590
921,161,4600
922,59,500
923,114,1500
924,83,900
925,134,1699
926,483,12900
927,349,6999
928,152,1300
929,21,100
930,292,6700
931,100,1222
932,118,4150
933,735,26590
934,100,1200
935,63,550
936,97,1250
937,72,750
938,234,3950
939,160,2900
940,103,1250
941,96,1300
942,418,11500
943,45,250
944,192,3100
945,48,380
946,304,6399
947,84,1100
948,159,1900
949,115,1100
950,719,30000
951,268,4850
952,107,950
953,95,850
954,277,5200
955,695,27500
956,90,790
957,69,999
958,77,750
959,40,150
960,120,1599
961,89,900
962,68,700
963,83,1490
964,186,3590
965,779,26849
966,24,100
967,140,1700
968,110,2999
969,313,5990
970,499,11500
971,115,1250
972,96,1190
973,294,6200
974,39,250
975,88,600
976,597,24000
977,141,2350
978,386,10900
979,56,222
980,112,1380
981,43,300
982,212,3999
983,224,3500
984,213,3300
985,409,9900
986,94,1000
987,327,7300
988,101,800
989,145,3299
990,328,11800
991,149,1990
992,188,3500
993,230,4200
994,298,5200
995,187,2200
996,646,19999
997,264,7899
998,189,2800
999,135,1750
1000,290,5300
1001,281,4599
1002,275,4900
1003,278,5799
1004,62,270
1005,276,5200
1006,249,3990
1007,375,7299
1008,522,15990
1009,57,999
1010,152,2000
1011,575,9500
1012,22,100
1013,273,4500
1014,228,4500
1015,99,1100
1016,118,1599
1017,467,13200
1018,198,2150
1019,138,1750
1020,214,5000
1021,118,1800
1022,341,6999
1023,293,5799
1024,176,2000
1025,176,2700
1026,439,10500
1027,279,10499
1028,1062,60000
1029,542,12499
1030,545,13900
1031,113,600
1032,147,2200
1033,441,9100
1034,78,700
1035,193,2650
1036,175,2200
1037,376,9780
1038,129,1999
1039,280,5290
1040,250,7500
1041,681,27499
1042,91,990
1043,142,1700
1044,104,1099
1045,97,1200
1046,185,2400
1047,1017,31500
1048,129,1390
1049,380,7990
1050,389,15960
1051,472,12900
1052,119,1500
1053,91,890
1054,166,2444
1055,36,200
1056,410,12500
1057,270,4500
1058,130,1550
1059,497,9750
1060,277,5500
1061,119,1350
1062,94,800
1063,64,500
1064,121,1300
1065,174,1950
1066,103,900
1067,161,2900
1068,141,2200
1069,284,4500
1070,444,11500
1071,39,101
1072,232,3800
1073,362,9400
1074,493,22000
1075,93,850
1076,283,6850
1077,454,10300
1078,603,14490
1079,356,9800
1080,999,37880
1081,80,800
1082,203,4990
1083,619,17999
1084,110,1250
1085,229,3000
1086,119,500
1087,626,22000
1088,330,9600
1089,97,1050
1090,322,7650
1091,143,1900
1092,157,2000
1093,453,9000
1094,258,5200
1095,501,13900
1096,227,3850
1097,398,8499
1098,112,1799
1099,184,3100
1100,115,2900
1101,194,3200
1102,349,8700
1103,294,5900
1104,184,2999
1105,180,3000
1106,417,9800
1107,96,1000
1108,291,4999
1109,308,6999
1110,334,6500
1111,147,1900
1112,100,850
1113,249,4499
1114,271,5000
1115,155,3200
1116,170,2600
1117,161,2399
1118,259,6000
1119,102,1850
1120,134,1100
1121,620,21980
1122,394,10790
1123,233,2750
1124,100,1199
1125,150,2200
1126,394,9999
1127,205,1499
1128,139,1550
1129,222,3749
1130,107,1250
1131,1053,43900
1132,157,1999
1133,109,1199
1134,164,2999
1135,223,3900
1136,47,350
1137,178,1500
1138,182,3000
1139,375,9299
1140,75,799
1141,77,799
1142,38,200
1143,196,3400
1144,127,1950
1145,178,7400
1146,579,14500
1147,290,4500
1148,101,1850
1149,259,5950
1150,65,500
1151,427,10400
1152,143,1200
1153,241,5900
1154,194,2999
1155,78,555
1156,290,7300
1157,96,999
1158,349,8500
1159,465,16500
1160,515,13500
1161,264,7750
1162,282,8150
1163,240,3800
1164,375,6999
1165,111,799
1166,157,1900
1167,147,1850
1168,390,9999
1169,707,24500
1170,276,6500
1171,194,3500
1172,111,1550
1173,305,6350
1174,276,4000
1175,223,4800
1176,854,34950
1177,418,9900
1178,258,4590
1179,520,13800
1180,313,6099
1181,446,10690
1182,101,350
1183,275,5600
1184,156,2500
1185,414,7400
1186,161,2500
1187,231,4400
1188,80,1550
1189,150,2200
1190,68,600
1191,219,4300
1192,194,3900
1193,50,350
1194,109,1150
1195,247,3150
1196,249,4990
1197,77,750
1198,144,1800
1199,610,15550
1200,214,3499
1201,185,3333
1202,31,200
1203,110,1250
1204,66,599
1205,332,5990
1206,166,3050
1207,301,5999
1208,213,3500
1209,43,300
1210,253,4350
1211,282,5350
1212,280,5999
1213,506,13790
1214,159,2200
1215,243,4500
1216,117,2200
1217,358,8000
1218,404,10990
1219,125,1799
1220,75,1300
1221,374,8900
1222,288,4900
1223,82,800
1224,101,999
1225,169,2699
1226,276,6700
1227,123,1850
1228,191,3500
1229,911,38499
1230,217,3560
1231,21,100
1232,161,2250
1233,230,3200
1234,442,11600
1235,65,650
1236,239,3500
1237,56,500
1238,91,899
1239,236,4800
1240,611,16650
1241,628,21987
1242,129,1199
1243,47,300
1244,476,11500
1245,94,1200
1246,146,1999
1247,475,12900
1248,113,949
1249,88,899
1250,173,3000
1251,476,12500
1252,184,2350
1253,225,2990
1254,308,5300
1255,169,2499
1256,102,1250
1257,171,2199
1258,246,4600
1259,179,3000
1260,267,3999
1261,116,1500
1262,99,1100
1263,667,20000
1264,193,2600
1265,462,12500
1266,278,3499
1267,133,1699
1268,150,2500
1269,313,4550
1270,131,1850
1271,124,1320
1272,40,250
1273,66,200
1274,208,4250
1275,444,9999
1276,105,2000
1277,622,20900
1278,98,950
1279,226,3999
1280,55,450
1281,271,4999
1282,109,1300
1283,576,18200
1284,89,850
1285,477,12500
1286,502,10999
1287,331,3650
1288,178,3200
1289,329,7400
1290,354,7500
1291,114,1350
1292,436,15950
1293,839,30900
1294,61,900
1295,249,4700
1296,67,650
1297,105,1599
1298,245,3350
1299,668,20990
1300,256,4900
1301,268,4599
1302,250,3850
1303,477,13200
1304,257,5700
1305,77,1250
1306,308,6450
1307,219,2700
1308,707,29900
1309,723,22499
1310,152,5250
1311,309,6700
1312,226,4950
1313,237,6000
1314,181,3000
1315,236,5450
1316,226,3799
1317,677,19900
1318,546,16200
1319,60,650
1320,232,3900
1321,175,2200
1322,85,650
1323,165,2499
1324,108,1499
1325,320,6298
1326,403,8100
1327,228,3750
1328,173,1899
1329,372,13990
1330,224,3999
1331,1150,79900
1332,356,6940
1333,143,1900
1334,514,13550
1335,244,4500
1336,82,1300
1337,875,42000
1338,285,6000
1339,532,11900
1340,124,2200
1341,259,4950
1342,17,60
1343,65,150
1344,243,3800
1345,135,1500
1346,165,1990
1347,492,10400
1348,377,7799
1349,417,10650
1350,156,2499
1351,306,6800
1352,245,3990
1353,67,650
1354,152,1300
1355,256,3500
1356,356,5500
1357,160,2600
1358,262,4950
1359,82,850
1360,167,2500
1361,484,11800
1362,81,800
1363,41,250
1364,291,5300
1365,111,1300
1366,448,6900
1367,74,300
1368,78,1300
1369,108,1600
1370,105,1080
1371,101,800
1372,227,3500
1373,54,350
1374,416,12000
1375,49,400
1376,53,399
1377,65,480
1378,289,5700
1379,57,225
1380,162,2250
1381,335,6650
1382,271,5800
1383,131,2300
1384,564,15500
1385,255,3200
1386,369,8499
1387,127,1480
1388,376,9500
1389,438,10990
1390,370,5100
1391,112,1999
1392,229,4499
1393,270,5900
1394,300,6200
1395,229,3900
1396,308,6600
1397,36,230
1398,105,1300
1399,440,11700
1400,100,999
1401,573,11950
1402,131,1400
1403,214,3888
1404,139,1150
1405,151,2000
1406,68,350
1407,212,3200
1408,43,500
1409,433,8450
1410,145,1899
1411,70,800
1412,224,6200
1413,345,6700
1414,71,199
1415,111,1350
1416,256,5499
1417,119,2222
1418,139,1666
1419,89,950
1420,118,1400
1421,127,1499
1422,177,1600
1423,100,800
1424,382,9200
1425,90,850
1426,295,6400
1427,361,9850
1428,327,6900
1429,88,1049
1430,257,4900
1431,563,17500
1432,81,1499
1433,74,1444
1434,113,1500
1435,852,34900
1436,289,5700
1437,485,17500
1438,234,4100
1439,492,14000
1440,62,500
1441,440,11100
1442,114,1400
1443,784,25860
1444,316,6200
1445,168,1900
1446,254,3300
1447,186,2900
1448,65,350
1449,118,1999
1450,544,16900
1451,88,770
1452,343,7500
1453,282,5500
1454,419,10850
1455,33,200
1456,316,6750
1457,314,5800
1458,134,1600
1459,175,2750
1460,230,6000
1461,192,1750
1462,336,6500
1463,345,7500
1464,37,250
1465,475,11800
1466,151,1500
1467,134,1500
1468,404,11100
1469,113,1200
1470,127,1450
1471,366,6999
1472,408,9999
1473,106,1200
1474,107,700
1475,187,2750
1476,339,6900
1477,154,1800
1478,53,400
1479,115,1490
1480,80,800
1481,234,4000
1482,359,7750
1483,436,7400
1484,91,1300
1485,329,8900
1486,191,1600
1487,146,2200
1488,564,17500
1489,274,5300
1490,402,12900
1491,260,5999
1492,35,220
1493,531,16900
1494,556,23500
1495,506,16000
1496,157,1799
1497,81,1200
1498,261,6900
1499,77,690
1500,251,3550
1501,105,1100
1502,192,3400
1503,41,250
1504,363,8999
1505,66,500
1506,57,500
1507,219,3650
1508,356,6200
1509,500,15900
1510,90,650
1511,299,7490
1512,927,42900
1513,80,600
1514,237,4250
1515,209,3100
1516,41,289
1517,265,6800
1518,74,500
1519,158,2399
1520,135,1900
1521,77,599
1522,221,4950
1523,267,4500
1524,313,6900
1525,207,3999
1526,347,12800
1527,240,4999
1528,399,8990
1529,172,2500
1530,176,3350
1531,110,1150
1532,167,2200
1533,98,600
1534,189,5900
1535,200,3350
1536,463,15499
1537,291,4900
1538,205,3500
1539,205,3200
1540,92,990
1541,245,4400
1542,254,5900
1543,320,4200
1544,266,5950
1545,144,1950
1546,390,9900
1547,275,4299
1548,135,1999
1549,448,11500
1550,99,1400
1551,628,21999
1552,344,6900
1553,282,4395
1554,111,1250
1555,89,799
1556,208,3500
1557,274,4000
1558,206,3390
1559,87,800
1560,591,17000
1561,93,1150
1562,410,8350
1563,104,950
1564,126,1500
1565,211,3500
1566,359,7900
1567,179,850
1568,120,1200
1569,111,1650
1570,98,1290
1571,245,4150
1572,227,4500
1573,281,5800
1574,391,16500
1575,113,1200
1576,322,7499
1577,356,8500
1578,250,5500
1579,244,4000
1580,406,7900
1581,186,1800
1582,382,9250
1583,106,849
1584,77,700
1585,77,800
1586,132,1390
1587,297,6000
1588,320,6900
1589,155,2300
1590,216,3590
1591,348,5250
1592,259,4700
1593,340,5999
1594,499,12000
1595,251,4000
1596,363,8200
1597,118,1000
1598,647,24000
1599,69,699
1600,100,700
1601,83,2200
1602,130,1799
1603,240,4600
1604,90,1800
1605,125,1700
1606,274,5200
1607,126,750
1608,63,250
1609,208,3749
1610,522,16150
1611,330,8900
1612,70,550
1613,140,1850
1614,196,3200
1615,401,8995
1616,389,9350
1617,355,6350
1618,215,3700
1619,128,1700
1620,90,1000
1621,145,1500
1622,119,1400
1623,87,800
1624,149,1500
1625,33,190
1626,579,26500
1627,72,850
1628,374,10950
1629,659,23999
1630,61,500
1631,115,1400
1632,501,16500
1633,113,900
1634,78,699
1635,99,1250
1636,53,400
1637,65,500
1638,224,4099
1639,442,13990
1640,145,1350
1641,94,1000
1642,216,1600
1643,70,700
1644,86,700
1645,662,20990
1646,154,1650
1647,580,16599
1648,272,5200
1649,84,890
1650,67,500
1651,166,3500
1652,77,800
1653,28,120
1654,174,3800
1655,124,1400
1656,130,1500
1657,581,26000
1658,116,1750
1659,232,2500
1660,406,7499
1661,113,1390
1662,127,1750
1663,8,15
1664,505,15000
1665,468,13990
1666,118,1111
1667,233,3500
1668,89,800
1669,75,800
1670,542,13499
1671,350,8700
1672,38,199
1673,115,600
1674,416,8000
1675,131,900
1676,227,3500
1677,276,4990
1678,238,4490
1679,75,650
1680,285,5800
1681,68,600
1682,73,700
1683,54,1200
1684,138,1500
1685,198,3900
1686,93,800
1687,178,3000
1688,242,4300
1689,134,2000
1690,84,600
1691,175,3750
1692,43,299
1693,189,3950
1694,302,5790
1695,89,1099
1696,447,11500
1697,105,1290
1698,871,45000
1699,103,1250
1700,213,3900
1701,227,5300
1702,113,1200
1703,488,10750
1704,224,2499
1705,39,200
1706,62,450
1707,161,2100
1708,660,21850
1709,63,450
1710,78,550
1711,136,1250
1712,375,9500
1713,185,2200
1714,103,725
1715,647,13250
1716,194,2700
1717,148,600
1718,235,7650
1719,627,15490
1720,183,2500
1721,97,1100
1722,650,22500
1723,214,3800
1724,107,1300
1725,179,2980
1726,140,1750
1727,33,150
1728,585,17500
1729,56,499
1730,438,10500
1731,130,1700
1732,450,8270
1733,229,3000
1734,84,890
1735,96,1000
1736,199,3500
1737,396,9989
1738,90,999
1739,500,18500
1740,22,100
1741,151,1850
1742,110,1398
1743,42,300
1744,513,12400
1745,484,13900
1746,179,2500
1747,77,500
1748,85,500
1749,117,1750
1750,222,3500
1751,14,50
1752,98,1200
1753,133,1800
1754,155,2100
1755,325,6700
1756,301,5500
1757,643,26900
1758,132,1899
1759,85,750
1760,82,800
1761,147,3800
1762,491,13950
1763,85,500
1764,118,1600
1765,372,12490
1766,598,18400
1767,221,2800
1768,483,12200
1769,68,600
1770,193,3150
1771,136,1800
1772,192,2800
1773,238,4000
1774,413,6750
1775,80,700
1776,217,3499
1777,55,450
1778,80,750
1779,329,14800
1780,699,22000
1781,95,1000
1782,224,3390
1783,106,1100
1784,282,7100
1785,244,4850
1786,88,899
1787,297,7000
1788,132,2222
1789,184,2500
1790,96,200
1791,76,750
1792,248,4900
1793,372,9500
1794,29,150
1795,294,7000
1796,404,10900
1797,543,15850
1798,494,14500
1799,337,7500
1800,235,8900
1801,440,13750
1802,95,1599
1803,244,5700
1804,406,9550
1805,187,2800
1806,113,1999
1807,117,1300
1808,133,1750
1809,118,1649
1810,593,17500
1811,45,300
1812,384,8350
1813,109,1200
1814,62,500
1815,134,999
1816,173,3950
1817,165,2590
1818,447,13500
1819,466,12100
1820,183,2500
1821,241,4900
1822,333,5500
1823,162,2100
1824,35,180
1825,128,2000
1826,500,14999
1827,469,10400
1828,185,3700
1829,81,799
1830,104,950
1831,324,7777
1832,614,24999
1833,329,7800
1834,76,750
1835,426,16900
1836,107,1199
1837,396,8500
1838,241,3200
1839,183,2850
1840,263,5499
1841,225,12500
1842,127,1400
1843,163,2444
1844,185,2900
1845,163,2199
1846,335,9990
1847,82,700
1848,95,950
1849,101,2000
1850,114,900
1851,230,4500
1852,126,1150
1853,327,6499
1854,54,650
1855,270,4800
1856,392,7999
1857,237,4000
1858,21,100
1859,234,3700
1860,436,14500
1861,491,11800
1862,404,8900
1863,277,5400
1864,430,10550
1865,119,1000
1866,585,15999
1867,408,9200
1868,194,3400
1869,120,1450
1870,259,4999
1871,156,1999
1872,295,5900
1873,221,3790
1874,149,2200
1875,785,29700
1876,71,700
1877,69,700
1878,358,6990
1879,193,3250
1880,136,2000
1881,90,750
1882,84,900
1883,629,22500
1884,98,1000
1885,467,12990
1886,21,100
1887,399,8950
1888,404,7800
1889,100,500
1890,687,17499
1891,77,720
1892,738,21999
1893,120,1449
1894,211,3799
1895,96,1000
1896,299,6000
1897,441,10700
1898,169,1190
1899,465,15350
1900,233,4200
1901,211,3000
1902,99,1200
1903,113,1500
1904,276,5800
1905,241,4000
1906,173,1850
1907,132,1700
1908,294,5600
1909,359,8990
1910,380,7950
1911,109,500
1912,251,4500
1913,283,5900
1914,302,6000
1915,200,2900
1916,193,3500
